iter	Passed	Remaining
725	389665	415428
726	390155	414841
727	390678	414290
728	391225	413764
729	391752	413217
730	392425	412825
731	393094	412427
732	393635	411893
733	394210	411396
734	394758	410871
735	395287	410326
736	395796	409759
737	396318	409207
738	396863	408678
739	397395	408135
740	397915	407581
741	398488	407081
742	399006	406525
743	399552	405996
744	400073	405443
745	400624	404920
746	401179	404402
747	401686	403834
748	402240	403314
749	402781	402781
750	403360	402286
751	403866	401718
752	404400	401178
753	404948	400652
754	405501	400130
755	406036	399591
756	406579	399060
757	407094	398501
758	407644	397976
759	408187	397445
760	408709	396893
761	409214	396325
762	409765	395802
763	410315	395277
764	410856	394744
765	411433	394246
766	411979	393716
767	412531	393194
768	413069	392657
769	413629	392142
770	414184	391622
771	414739	391101
772	415275	390563
773	415852	390063
774	416352	389490
775	416877	388942
776	417408	388399
777	417944	387860
778	418469	387312
779	419024	386791
780	419504	386201
781	420025	385649
782	420561	385112
783	421116	384591
784	421682	384080
785	422244	383565
786	422788	383034
787	423320	382492
788	423873	381969
789	424449	381467
790	425057	380993
791	425611	380470
792	426198	379977
793	426742	379446
794	427293	378920
795	427875	378422
796	428409	377882
797	428959	377355
798	429495	376816
799	430029	376275
800	430595	375763
801	431183	375269
802	431728	374737
803	432329	374255
804	432865	373716
805	433412	373186
806	433992	372685
807	434524	372141
808	435081	371620
809	435610	371075
810	436127	370520
811	436681	369995
812	437196	369439
813	437824	368977
814	438371	368447
815	439022	368003
816	439592	367493
817	440157	366977
818	440694	366438
819	441246	365912
820	441809	365393
821	442343	364852
822	442846	364285
823	443376	363741
824	443903	363193
825	444462	362672
826	444999	362134
827	445500	361565
828	446030	361021
829	446560	360476
830	447034	359887
831	447558	359337
832	448043	358757
833	448529	358178
834	449014	357598
835	449559	357066
836	450077	356513
837	450582	355949
838	451109	355403
839	451671	354885
840	452206	354345
841	452749	353811
842	453249	353243
843	453750	352678
844	454265	352122
845	454789	351574
846	455287	351007
847	455825	350469
848	456326	349903
849	456829	349340
850	457346	348787
851	457843	348218
852	458351	347659
853	458879	347115
854	459365	346538
855	459882	345986
856	460386	345424
857	460907	344874
858	461415	344315
859	461940	343769
860	462438	343203
861	462925	342629
862	463450	342083
863	463979	341540
864	464522	341007
865	465070	340478
866	465594	339932
867	466112	339381
868	466693	338876
869	467248	338352
870	467777	337809
871	468291	337256
872	468826	336717
873	469332	336158
874	469863	335616
875	470396	335076
876	470921	334531
877	471437	333979
878	471981	333447
879	472491	332891
880	473011	332342
881	473556	331811
882	474054	331247
883	474577	330701
884	475101	330155
885	475608	329597
886	476098	329028
887	476604	328470
888	477124	327922
889	477654	327381
890	478131	326803
891	478638	326247
892	479157	325698
893	479670	325145
894	480208	324610
895	480712	324051
896	481224	323498
897	481782	322976
898	482352	322462
899	482896	321930
900	483404	321375
901	483883	320800
902	484404	320254
903	484948	319722
904	485492	319191
905	486015	318645
906	486548	318106
907	487052	317549
908	487583	317009
909	488128	316478
910	488651	315934
911	489174	315388
912	489698	314844
913	490249	314317
914	490817	313801
915	491358	313267
916	491882	312723
917	492407	312179
918	492939	311640
919	493467	311098
920	494008	310565
921	494568	310043
922	495046	309471
923	495559	308920
924	496092	308381
925	496609	307833
926	497134	307290
927	497715	306781
928	498290	306268
929	498849	305746
930	499377	305204
931	499922	304673
932	500468	304143
933	501043	303630
934	501566	303085
935	502111	302554
936	502638	302012
937	503164	301469
938	503700	300932
939	504200	300374
940	504769	299857
941	505306	299321
942	505850	298789
943	506417	298271
944	506944	297729
945	507505	297207
946	508014	296654
947	508540	296112
948	509057	295564
949	509547	295001
950	510028	294432
951	510551	293889
952	511090	293353
953	511576	292789
954	512099	292245
955	512584	291679
956	513104	291134
957	513657	290608
958	514172	290060
959	514725	289533
960	515229	288978
961	515771	288445
962	516284	287897
963	516797	287348
964	517304	286795
965	517814	286245
966	518376	285723
967	518914	285188
968	519454	284654
969	519964	284104
970	520514	283575
971	521059	283044
972	521588	282504
973	522115	281963
974	522610	281405
975	523082	280835
976	523616	280298
977	524149	279760
978	524651	279207
979	525176	278664
980	525664	278104
981	526177	277555
982	526716	277022
983	527202	276459
984	527762	275936
985	528255	275378
986	528868	274883
987	529428	274359
988	530018	273851
989	530610	273344
990	531238	272856
991	531776	272321
992	532309	271783
993	532901	271275
994	533499	270770
995	534099	270267
996	534687	269756
997	535275	269246
998	535925	268767
999	536619	268309
1000	537233	267811
1001	537865	267322
1002	538486	266827
1003	539159	266357
1004	539697	265821
1005	540239	265286
1006	540755	264739
1007	541265	264189
1008	541775	263639
1009	542318	263104
1010	542841	262561
1011	543388	262029
1012	543913	261486
1013	544444	260946
1014	544955	260397
1015	545495	259861
1016	546027	259322
1017	546565	258786
1018	547121	258258
1019	547609	257698
1020	548164	257170
1021	548687	256626
1022	549180	256069
1023	549720	255533
1024	550272	255004
1025	550827	254475
1026	551352	253933
1027	551935	253417
1028	552501	252894
1029	553046	252361
1030	553606	251834
1031	554148	251300
1032	554708	250773
1033	555256	250241
1034	555793	249704
1035	556360	249180
1036	556881	248636
1037	557436	248107
1038	558001	247582
1039	558540	247046
1040	559101	246520
1041	559611	245971
1042	560127	245425
1043	560647	244880
1044	561151	244329
1045	561689	243792
1046	562191	243240
1047	562806	242737
1048	563345	242201
1049	563909	241675
1050	564454	241141
1051	565050	240629
1052	565600	240098
1053	566207	239590
1054	566793	239074
1055	567388	238560
1056	567927	238024
1057	568467	237488
1058	569053	236971
1059	569602	236438
1060	570229	235938
1061	570763	235399
1062	571301	234862
1063	571832	234322
1064	572348	233776
1065	572893	233241
1066	573408	232695
1067	573930	232151
1068	574467	231614
1069	574973	231063
1070	575497	230521
1071	576092	230007
1072	576597	229456
1073	577151	228925
1074	577680	228385
1075	578207	227843
1076	578713	227294
1077	579234	226750
1078	579753	226205
1079	580274	225662
1080	580822	225129
1081	581333	224581
1082	581852	224037
1083	582372	223493
1084	582921	222960
1085	583457	222423
1086	583970	221876
1087	584490	221332
1088	585000	220785
1089	585538	220248
1090	586054	219703
1091	586586	219164
1092	587127	218628
1093	587657	218088
1094	588156	217537
1095	588650	216984
1096	589191	216448
1097	589704	215902
1098	590230	215361
1099	590733	214812
1100	591229	214260
1101	591771	213724
1102	592279	213177
1103	592830	212645
1104	593368	212109
1105	593903	211571
1106	594418	211026
1107	594937	210483
1108	595462	209942
1109	595990	209401
1110	596500	208855
1111	597040	208319
1112	597567	207779
1113	598079	207233
1114	598602	206692
1115	599131	206152
1116	599632	205603
1117	600161	205064
1118	600660	204514
1119	601167	203967
1120	601696	203428
1121	602236	202892
1122	602735	202343
1123	603256	201801
1124	603788	201262
1125	604298	200717
1126	604805	200170
1127	605375	199645
1128	605863	199092
1129	606347	198538
1130	606893	198005
1131	607402	197459
1132	607897	196909
1133	608438	196374
1134	608975	195837
1135	609474	195289
1136	609945	194732
1137	610476	194193
1138	610994	193651
1139	611538	193117
1140	612090	192586
1141	612585	192036
1142	613085	191488
1143	613690	190973
1144	614210	190432
1145	614752	189897
1146	615287	189360
1147	615846	188831
1148	616372	188291
1149	616920	187758
1150	617458	187222
1151	617995	186686
1152	618555	186156
1153	619088	185619
1154	619623	185082
1155	620160	184546
1156	620674	184003
1157	621228	183471
1158	621743	182928
1159	622263	182387
1160	622782	181845
1161	623318	181309
1162	623874	180778
1163	624431	180248
1164	624959	179709
1165	625543	179186
1166	626105	178657
1167	626661	178126
1168	627277	177612
1169	627804	177073
1170	628340	176536
1171	628889	176003
1172	629430	175467
1173	629985	174936
1174	630534	174403
1175	631123	173880
1176	631694	173353
1177	632162	172798
1178	632747	172274
1179	633309	171745
1180	633845	171208
1181	634482	170698
1182	635040	170167
1183	635556	169624
1184	636104	169090
1185	636607	168545
1186	637143	168008
1187	637677	167470
1188	638174	166923
1189	638703	166384
1190	639241	165848
1191	639742	165302
1192	640237	164755
1193	640748	164212
1194	641279	163673
1195	641784	163129
1196	642309	162589
1197	642839	162051
1198	643338	161505
1199	643887	160971
1200	644401	160429
1201	644930	159891
1202	645448	159350
1203	645987	158814
1204	646510	158274
1205	647026	157732
1206	647552	157193
1207	648074	156653
1208	648578	156109
1209	649115	155573
1210	649636	155032
1211	650137	154488
1212	650659	153948
1213	651220	153417
1214	651776	152885
1215	652318	152350
1216	652844	151811
1217	653408	151281
1218	653958	150748
1219	654492	150211
1220	655031	149675
1221	655556	149136
1222	656069	148594
1223	656595	148055
1224	657134	147519
1225	657637	146976
1226	658169	146438
1227	658698	145900
1228	659197	145355
1229	659741	144821
1230	660280	144285
1231	660780	143741
1232	661245	143189
1233	661772	142651
1234	662297	142112
1235	662834	141576
1236	663414	141049
1237	663945	140511
1238	664465	139972
1239	664973	139430
1240	665521	138896
1241	666122	138373
1242	666683	137842
1243	667205	137302
1244	667696	136757
1245	668225	136219
1246	668788	135688
1247	669320	135151
1248	669858	134615
1249	670384	134076
1250	670942	133544
1251	671406	132994
1252	672007	132470
1253	672555	131936
1254	673105	131403
1255	673645	130867
1256	674183	130331
1257	674722	129795
1258	675331	129273
1259	675893	128741
1260	676417	128202
1261	676975	127670
1262	677516	127134
1263	678040	126596
1264	678550	126054
1265	679111	125522
1266	679698	124995
1267	680283	124468
1268	680819	123931
1269	681392	123401
1270	681931	122865
1271	682519	122338
1272	683080	121806
1273	683587	121264
1274	684094	120722
1275	684620	120184
1276	685161	119648
1277	685694	119111
1278	686218	118572
1279	686718	118029
1280	687248	117492
1281	687780	116954
1282	688295	116414
1283	688810	115874
1284	689331	115335
1285	689897	114804
1286	690410	114263
1287	690970	113731
1288	691486	113191
1289	691968	112646
1290	692501	112109
1291	693003	111567
1292	693537	111030
1293	694050	110490
1294	694592	109954
1295	695156	109422
1296	695694	108886
1297	696225	108349
1298	696739	107809
1299	697223	107265
1300	697784	106732
1301	698354	106201
1302	698938	105672
1303	699517	105142
1304	700073	104608
1305	700620	104073
1306	701145	103535
1307	701702	103002
1308	702234	102465
1309	702770	101928
1310	703330	101395
1311	703843	100855
1312	704402	100322
1313	704924	99783
1314	705438	99244
1315	705970	98707
1316	706512	98171
1317	707017	97630
1318	707543	97092
1319	708092	96558
1320	708654	96025
1321	709143	95482
1322	709714	94950
1323	710260	94415
1324	710793	93878
1325	711267	93333
1326	711819	92799
1327	712348	92262
1328	712860	91722
1329	713421	91189
1330	713985	90656
1331	714514	90118
1332	715049	89582
1333	715651	89054
1334	716174	88515
1335	716716	87980
1336	717272	87446
1337	717799	86908
1338	718374	86376
1339	718931	85842
1340	719461	85305
1341	720020	84771
1342	720582	84237
1343	721116	83701
1344	721637	83162
1345	722176	82626
1346	722745	82093
1347	723289	81557
1348	723822	81020
1349	724379	80486
1350	724915	79949
1351	725470	79415
1352	726010	78879
1353	726496	78337
1354	727065	77804
1355	727611	77268
1356	728173	76734
1357	728721	76199
1358	729238	75660
1359	729766	75122
1360	730295	74585
1361	730839	74049
1362	731391	73514
1363	731911	72976
1364	732488	72443
1365	733036	71908
1366	733611	71375
1367	734197	70843
1368	734739	70307
1369	735249	69768
1370	735814	69234
1371	736387	68700
1372	736930	68164
1373	737545	67635
1374	738173	67106
1375	738746	66573
1376	739371	66044
1377	739954	65511
1378	740482	64973
1379	741025	64436
1380	741560	63899
1381	742112	63364
1382	742645	62826
1383	743189	62290
1384	743748	61755
1385	744291	61218
1386	744800	60679
1387	745325	60141
1388	745878	59605
1389	746381	59066
1390	746914	58528
1391	747427	57990
1392	747908	57448
1393	748447	56912
1394	748963	56373
1395	749487	55835
1396	749996	55296
1397	750529	54759
1398	751053	54221
1399	751583	53684
1400	752110	53146
1401	752656	52610
1402	753160	52071
1403	753774	51540
1404	754332	51004
1405	754841	50465
1406	755379	49929
1407	755904	49391
1408	756479	48857
1409	756986	48318
1410	757505	47780
1411	757992	47240
1412	758563	46705
1413	759096	46168
1414	759639	45632
1415	760156	45094
1416	760633	44553
1417	761161	44016
1418	761666	43477
1419	762199	42940
1420	762715	42402
1421	763213	41864
1422	763727	41326
1423	764278	40790
1424	764828	40254
1425	765347	39716
1426	765860	39178
1427	766383	38641
1428	766913	38104
1429	767404	37565
1430	767912	37027
1431	768435	36489
1432	768941	35951
1433	769459	35414
1434	769959	34876
1435	770485	34339
1436	771007	33802
1437	771528	33264
1438	772041	32727
1439	772539	32189
1440	773060	31652
1441	773582	31114
1442	774105	30577
1443	774618	30040
1444	775144	29503
1445	775663	28966
1446	776228	28431
1447	776771	27895
1448	777330	27359
1449	777846	26822
1450	778373	26285
1451	778938	25750
1452	779425	25211
1453	779980	24676
1454	780506	24139
1455	781064	23603
1456	781592	23066
1457	782162	22531
1458	782643	21993
1459	783244	21458
1460	783759	20921
1461	784325	20386
1462	784846	19849
1463	785385	19312
1464	785937	18776
1465	786486	18240
1466	787021	17703
1467	787546	17167
1468	788116	16631
1469	788737	16096
1470	789270	15560
1471	789843	15024
1472	790369	14487
1473	790908	13950
1474	791414	13413
1475	791958	12877
1476	792460	12340
1477	792990	11803
1478	793508	11266
1479	794070	10730
1480	794575	10193
1481	795099	9657
1482	795617	9120
1483	796151	8583
1484	796682	8047
1485	797213	7510
1486	797719	6974
1487	798274	6437
1488	798776	5900
1489	799282	5364
1490	799815	4827
1491	800340	4291
1492	800845	3754
1493	801331	3218
1494	801825	2681
1495	802324	2145
1496	802835	1608
1497	803351	1072
1498	803862	536
1499	804380	0
