iter	TotalF1	MultiClass
909	0.6835855905	0.848106963
910	0.6834586286	0.8477702773
911	0.6837731919	0.8474679174
912	0.6838386088	0.8471929119
913	0.6840678674	0.8469297934
914	0.684118077	0.8466462552
915	0.6844083093	0.8462660744
916	0.6844704578	0.8459916967
917	0.6843248234	0.8457170229
918	0.684442218	0.8454867741
919	0.6846937569	0.8451927317
920	0.6849437264	0.8448859828
921	0.6852602532	0.8445265903
922	0.6853736812	0.844369787
923	0.6851972622	0.844200106
924	0.6854394722	0.8439720451
925	0.6856726015	0.8437402405
926	0.6856994158	0.8435825866
927	0.6861630817	0.8431252052
928	0.6865170567	0.8427378118
929	0.6869224419	0.8423264915
930	0.6870975986	0.8420986765
931	0.6871532815	0.841816677
932	0.6872651272	0.8415570589
933	0.6873183688	0.8413231178
934	0.6874457264	0.8410514868
935	0.6878427768	0.8408032954
936	0.6879637824	0.8405419426
937	0.6880283413	0.840250374
938	0.6882948193	0.8399707573
939	0.6882882115	0.8398349199
940	0.6884581794	0.8395272931
941	0.6883989519	0.839344565
942	0.6884753985	0.8391963314
943	0.6886219194	0.8389402795
944	0.6888191812	0.8387597667
945	0.6890355692	0.8384961272
946	0.6890241017	0.8382404232
947	0.6890855331	0.8380304016
948	0.6892290534	0.8377560767
949	0.689300627	0.8376548603
950	0.6893598875	0.8375025168
951	0.6896087283	0.8372113705
952	0.6899717156	0.8368393758
953	0.6898889165	0.8366821291
954	0.6904346454	0.8363051296
955	0.6906681468	0.8360880604
956	0.6910450138	0.835823079
957	0.6910925884	0.8354095158
958	0.6915447339	0.8351238492
959	0.6918727839	0.8347452359
960	0.6919309467	0.8345192664
961	0.6919344953	0.8342361717
962	0.6921690563	0.8339732517
963	0.6921631811	0.8337492707
964	0.6922457536	0.8334878201
965	0.6927211326	0.8332122072
966	0.6929399586	0.8328141968
967	0.6931785285	0.832454807
968	0.6933864759	0.8320425724
969	0.6935440308	0.8317889334
970	0.6937896246	0.831365156
971	0.6940081226	0.8310785487
972	0.6940994803	0.8307903456
973	0.6943786894	0.8305326793
974	0.6944984748	0.8303497137
975	0.6946646206	0.8302075014
976	0.6949700684	0.8299189595
977	0.6953470797	0.8295706747
978	0.6955645496	0.8292962824
979	0.6956323793	0.8290332748
980	0.6956483423	0.8289238745
981	0.6956452655	0.828739328
982	0.6958114277	0.8283360691
983	0.6957466406	0.8281816
984	0.6961368585	0.8278009901
985	0.6962499915	0.8276898714
986	0.6963942886	0.8274296368
987	0.6965416343	0.8272397741
988	0.696892051	0.8269339601
989	0.6969061179	0.8266269975
990	0.6973292081	0.8262944956
991	0.6973010705	0.8260649831
992	0.6974556069	0.8258710293
993	0.6973319762	0.8256178327
994	0.6973647701	0.825394802
995	0.6975440847	0.8250732857
996	0.6978697832	0.8247211864
997	0.6983056158	0.8245028688
998	0.6984488249	0.8242432498
999	0.6986728328	0.8239107329
1000	0.698929803	0.8236473885
1001	0.6990567973	0.8233497775
1002	0.6990943778	0.8231972586
1003	0.6993205247	0.8229805861
1004	0.6994090321	0.8228172192
1005	0.6994198301	0.822521777
1006	0.6996876446	0.8223962212
1007	0.6998249427	0.8222100922
1008	0.6998248942	0.8220644575
1009	0.6999489803	0.8217964204
1010	0.700103363	0.8215306284
1011	0.7002837728	0.8211711303
1012	0.7003673175	0.820950476
1013	0.7006200043	0.8207321441
1014	0.70061722	0.8205261862
1015	0.7009431237	0.8202368096
1016	0.7010878696	0.8199127444
1017	0.7013251664	0.8195686499
1018	0.7018080778	0.8192025525
1019	0.7019404322	0.8190570675
1020	0.7023277259	0.818658124
1021	0.7023473077	0.8184266244
1022	0.7024287973	0.8182298507
1023	0.702346843	0.8179959635
1024	0.7026458877	0.8175951469
1025	0.7029706082	0.8171577121
1026	0.7031909338	0.8168911816
1027	0.7033246586	0.8165935162
1028	0.7033114799	0.8164469386
1029	0.7036663074	0.8160945623
1030	0.7036152786	0.8158103884
1031	0.7038141529	0.8156157378
1032	0.7039372466	0.8153643585
1033	0.7040851861	0.8150853003
1034	0.7042979076	0.8148349911
1035	0.7044176188	0.8145604342
1036	0.7047390781	0.8143655523
1037	0.7047992811	0.8141612685
1038	0.7050725441	0.8138548194
1039	0.705077355	0.8136840672
1040	0.7051210051	0.8133902418
1041	0.7053601421	0.8132346444
1042	0.7054226759	0.8130359621
1043	0.705609297	0.8128513324
1044	0.7057530285	0.8127019033
1045	0.7060953569	0.8124089735
1046	0.7061347936	0.8123080871
1047	0.7064494909	0.8118247806
1048	0.7065927788	0.8116120981
1049	0.7067792706	0.811402875
1050	0.7068038279	0.8111858082
1051	0.7071934256	0.8107996074
1052	0.7072672368	0.8105109351
1053	0.7074204894	0.8102192127
1054	0.7076076929	0.8099362901
1055	0.7076962583	0.8097088152
1056	0.7078495877	0.8094566892
1057	0.7078602078	0.8092915587
1058	0.7081568074	0.8090733051
1059	0.7082277841	0.8089272861
1060	0.7086217723	0.8084841953
1061	0.7087562929	0.8083317631
1062	0.70893173	0.8080470048
1063	0.7090676393	0.8077237225
1064	0.7090495504	0.8075070171
1065	0.7094362198	0.807246069
1066	0.7095460069	0.8069903209
1067	0.7100376023	0.8066669349
1068	0.7103330036	0.8062913135
1069	0.7104905455	0.8060992846
1070	0.7108155064	0.8058764237
1071	0.7108833057	0.8056444892
1072	0.7110270282	0.8054383441
1073	0.7112885371	0.8050312499
1074	0.7113327885	0.8048540623
1075	0.7117058475	0.8045168467
1076	0.7117519193	0.8042781823
1077	0.7117959675	0.804080316
1078	0.7119474793	0.80378304
1079	0.7120661901	0.8036193931
1080	0.7122570766	0.8032586707
1081	0.7124680776	0.8030304042
1082	0.7126564041	0.8028252618
1083	0.7129150345	0.8025765598
1084	0.7127972768	0.8022947725
1085	0.713049039	0.8021035199
1086	0.7131352176	0.8018476567
1087	0.7131483592	0.801525817
1088	0.713516314	0.8012778411
1089	0.7138056289	0.8009556444
1090	0.7141419842	0.8006962458
1091	0.7138404985	0.8005058646
1092	0.714256231	0.8001157046
1093	0.714534597	0.7997872585
1094	0.7145894509	0.799571069
1095	0.7147591066	0.7993177596
1096	0.714901755	0.7990056985
1097	0.7150327815	0.7987669551
1098	0.7152812517	0.7984654045
1099	0.7153443363	0.798304658
1100	0.7152545633	0.798121157
1101	0.7155670433	0.7978083564
1102	0.7157134484	0.7975149656
1103	0.7162449597	0.7970723924
1104	0.7165170431	0.7967831765
1105	0.7167407764	0.7965455853
1106	0.7167341639	0.7962846123
1107	0.7169200552	0.7960005843
1108	0.7171899062	0.7956666446
1109	0.7172327057	0.7954212741
1110	0.7175403352	0.795178274
1111	0.7177761178	0.7948778943
1112	0.7177538841	0.7946110086
1113	0.7182039806	0.7943164974
1114	0.7183273272	0.7940863105
1115	0.7185736683	0.7937777365
1116	0.7188217164	0.7935740194
1117	0.7189853452	0.793254002
1118	0.7190576828	0.7930386878
1119	0.7192146392	0.7928753227
1120	0.7195166779	0.7925193643
1121	0.7198648663	0.79209712
1122	0.7198752182	0.7918165812
1123	0.7199522686	0.7915584105
1124	0.7200390882	0.7913002882
1125	0.7200439035	0.791146806
1126	0.7202706465	0.7909239972
1127	0.7206011893	0.7904680522
1128	0.7207924353	0.7902522011
1129	0.7208408989	0.7900891191
1130	0.7212229406	0.7897368182
1131	0.7213186337	0.7895492578
1132	0.7214520423	0.7893567102
1133	0.7216952933	0.7889776122
1134	0.72211127	0.7887268291
1135	0.722273978	0.7885193624
1136	0.7222594894	0.7883656072
1137	0.7224161128	0.788092249
1138	0.7226351932	0.7879117615
1139	0.7227258777	0.7876027049
1140	0.7230241433	0.7872711226
1141	0.7230479988	0.7871468499
1142	0.7230685643	0.7870061857
1143	0.7234000738	0.7867008821
1144	0.7232790572	0.7865174533
1145	0.7233731692	0.7863044317
1146	0.7235560753	0.7860181169
1147	0.7237860558	0.7856221352
1148	0.7240191526	0.7854660717
1149	0.7242440227	0.7851693918
1150	0.7245892752	0.7848676804
1151	0.7247745265	0.7845357086
1152	0.724865349	0.784303296
1153	0.7249097874	0.7841828266
1154	0.7252858466	0.7838750046
1155	0.7252363884	0.7836732518
1156	0.7252452593	0.7835215731
1157	0.7254180427	0.783221968
1158	0.7256159324	0.7830445194
1159	0.7256791977	0.7828864756
1160	0.7256818201	0.7827683953
1161	0.7258820367	0.7825417768
1162	0.7260888773	0.7822705961
1163	0.726245738	0.7821170203
1164	0.7263431588	0.7819898033
1165	0.7266327777	0.7816712439
1166	0.7268681427	0.7814577958
1167	0.726995439	0.7812423767
1168	0.7272450636	0.7809099873
1169	0.7271630323	0.7806825185
1170	0.7274663052	0.7803249662
1171	0.7275836394	0.7800241719
1172	0.7279838043	0.7797281788
1173	0.7281010939	0.7794811799
1174	0.7282707327	0.7792992153
1175	0.7284494765	0.7789367365
1176	0.7285291689	0.7786876299
1177	0.7287401492	0.7785678309
1178	0.7288084244	0.7782812128
1179	0.7290903442	0.7780278424
1180	0.729099115	0.7778840702
1181	0.7293797319	0.777536417
1182	0.7294723354	0.7773259347
1183	0.7296681997	0.7771812018
1184	0.7298330159	0.7767639651
1185	0.7301124309	0.7765849945
1186	0.7304141757	0.7762547473
1187	0.7306230412	0.7759357832
1188	0.7308390493	0.7757038268
1189	0.7309609038	0.7754233284
1190	0.7311354677	0.775199579
1191	0.7313772059	0.7749723702
1192	0.7312898769	0.7748068581
1193	0.7314681572	0.7745632787
1194	0.7316806011	0.7743464789
1195	0.7320624544	0.7741535972
1196	0.7320469997	0.7738646186
1197	0.7324624006	0.7735509131
1198	0.732321487	0.7733658024
1199	0.7327093039	0.7730552265
1200	0.7328459621	0.7728579287
1201	0.7332337205	0.7725911504
1202	0.7333527522	0.7723309987
1203	0.7334487067	0.7722277817
1204	0.733494508	0.7719965284
1205	0.7338494906	0.7717040733
1206	0.7341481584	0.7714024428
1207	0.7343947822	0.7711095864
1208	0.7346656064	0.7708612644
1209	0.734743381	0.7705277788
1210	0.735071785	0.7703043834
1211	0.7352391706	0.7700530911
1212	0.73542081	0.7698442968
1213	0.7355216044	0.7695114504
1214	0.7355561874	0.7693154215
1215	0.7359725596	0.7689768957
1216	0.7361036462	0.7687504737
1217	0.736195121	0.7684700868
1218	0.7365287547	0.7681396791
1219	0.736578432	0.7679473716
1220	0.7366253176	0.7675976746
1221	0.7368499686	0.7673964731
1222	0.7369674229	0.7671603786
1223	0.7372582024	0.7669510533
1224	0.7373724582	0.7666152657
1225	0.7378354691	0.7663196971
1226	0.7380246405	0.7660013695
1227	0.7382163045	0.7656706814
1228	0.7383016723	0.7654956061
1229	0.7384966531	0.765175076
1230	0.7387936382	0.7647939315
1231	0.7388730545	0.7645760449
1232	0.7389232458	0.7644414532
1233	0.7390246961	0.7642775523
1234	0.7392851249	0.764027364
1235	0.739419733	0.7637265277
1236	0.7397232872	0.7633461889
1237	0.739901916	0.7630454905
1238	0.7400286147	0.7628601683
1239	0.7402649703	0.7626006209
1240	0.7404271842	0.762393065
1241	0.7406352308	0.7620496448
1242	0.7408120507	0.761778014
1243	0.7408354383	0.7616740214
1244	0.7408922752	0.7615696905
1245	0.7407844622	0.7613720137
1246	0.7410938034	0.7610270149
1247	0.741323152	0.760788394
1248	0.7413346906	0.7606052793
1249	0.7415098631	0.7604103921
1250	0.7417312301	0.7600810355
1251	0.7416624055	0.7599578875
1252	0.7417477519	0.7595740837
1253	0.7419685144	0.759270166
1254	0.7421039257	0.7590201458
1255	0.7420151102	0.7587793068
1256	0.7422944651	0.7585270209
1257	0.7423648722	0.7582813244
1258	0.7425995864	0.758076451
1259	0.7429043602	0.7577478993
1260	0.7429750035	0.7575211138
1261	0.7433503563	0.7572308902
1262	0.7434752059	0.756992964
1263	0.7437339566	0.7567660257
1264	0.7437564704	0.7565777202
1265	0.743963074	0.7562587686
1266	0.744578175	0.7558936606
1267	0.7448018605	0.7555915396
1268	0.7448766932	0.7554136371
1269	0.7450021865	0.7551427023
1270	0.7452998116	0.7549166677
1271	0.7454409827	0.7546055508
1272	0.7455876569	0.7543200394
1273	0.7454615423	0.7541309264
1274	0.7453040445	0.7539048785
1275	0.7455856288	0.7536081188
1276	0.7458603191	0.7533413609
1277	0.7461344722	0.7529942111
1278	0.7465128941	0.7526459866
1279	0.7466981462	0.7524202878
1280	0.7471122659	0.7521529238
1281	0.7472488726	0.7518231576
1282	0.7474051765	0.7515518619
1283	0.7476059046	0.7512824724
1284	0.7476984299	0.7509865326
1285	0.7476684119	0.7507041188
1286	0.7481015669	0.7504403527
1287	0.7481826663	0.7500662194
1288	0.7483061813	0.7498449826
1289	0.7484480918	0.7496847496
1290	0.7483224244	0.7494545895
1291	0.7485324174	0.749263987
1292	0.7488951085	0.748925004
1293	0.7488996923	0.748666006
1294	0.7491709998	0.748317932
1295	0.7496233779	0.748006663
1296	0.7496348884	0.7476897765
1297	0.7497412904	0.747404515
1298	0.7499074052	0.7471866848
1299	0.7499258041	0.7470437993
1300	0.7505552973	0.7467587988
1301	0.7508826077	0.7464456721
1302	0.751112938	0.7461237126
1303	0.7511405933	0.7458531956
1304	0.7512130964	0.7456906312
1305	0.7513869772	0.7455166028
1306	0.751475611	0.7453950696
1307	0.7519425201	0.7450609809
1308	0.752073593	0.744779474
1309	0.7522838931	0.7445362292
1310	0.752234881	0.7441645926
1311	0.7523408589	0.7439235487
1312	0.7524237802	0.7437157088
1313	0.7526557862	0.7434412902
1314	0.7527108624	0.7432556831
1315	0.7528662254	0.742952429
1316	0.7532916737	0.7425890347
1317	0.7535132567	0.7423720753
1318	0.7534463803	0.7421226312
1319	0.7537784365	0.7418409886
1320	0.7538693282	0.741536151
1321	0.7538998787	0.7414340204
1322	0.7542781401	0.7411966973
1323	0.7541704934	0.7408993409
1324	0.7542628587	0.7407307775
1325	0.7543140229	0.74063936
1326	0.7545032229	0.740396193
1327	0.7545917952	0.7401969816
1328	0.7546758973	0.7400412653
1329	0.7549483358	0.7397127006
1330	0.7554167092	0.7393806388
1331	0.7555360774	0.7392065569
1332	0.7556210993	0.7389773808
1333	0.7558437719	0.7386709696
1334	0.7559598098	0.7384727224
1335	0.7559279238	0.7383158279
1336	0.756366159	0.7380138282
1337	0.7563960149	0.7379524028
1338	0.7566958629	0.7376964625
1339	0.7567071702	0.7375047442
1340	0.7567232316	0.7372890793
1341	0.7571268421	0.7369147861
1342	0.7574492388	0.7365998774
1343	0.757552666	0.7364136537
1344	0.7576383346	0.7362679124
1345	0.757677626	0.7360621693
1346	0.7578807395	0.7357420577
1347	0.7581175836	0.7355172473
1348	0.7582021876	0.735286592
1349	0.7584643076	0.7350468195
1350	0.758457472	0.7348957373
1351	0.7587915571	0.7347256781
1352	0.758974331	0.7344474512
1353	0.7591042696	0.734328254
1354	0.7591957861	0.7340954773
1355	0.7592087673	0.7338907476
1356	0.7593101476	0.7336510908
1357	0.7598071418	0.7333259746
1358	0.7597863597	0.733176547
1359	0.7598950129	0.7329554613
1360	0.7599268561	0.7327002797
1361	0.7600354833	0.7325348756
1362	0.7604459058	0.7323035546
1363	0.7604201425	0.7321050033
1364	0.760630184	0.7317995254
1365	0.7608821584	0.7315236452
1366	0.7608570046	0.7314174498
1367	0.7610928772	0.7311390398
1368	0.7611508603	0.7309803883
1369	0.7611660838	0.7308645989
1370	0.7614586128	0.7305257291
1371	0.7617180429	0.7301405929
1372	0.7620818421	0.7298871884
1373	0.7621646963	0.7295901617
1374	0.7625145281	0.7292766026
1375	0.7626727943	0.7290330915
1376	0.7628699501	0.7287140525
1377	0.7630739669	0.7283020864
1378	0.7634665649	0.7281138289
1379	0.7636025052	0.7278923732
1380	0.7636636631	0.727683888
1381	0.7638385534	0.727330344
1382	0.7640077715	0.7270497834
1383	0.7642150314	0.726785189
1384	0.7643663515	0.7265038031
1385	0.7646638814	0.7262049094
1386	0.7647541792	0.726041343
1387	0.7649997418	0.7257284191
1388	0.7650821783	0.7254929194
1389	0.7651303916	0.7253391509
1390	0.765457951	0.7250160009
1391	0.7656954996	0.7247439452
1392	0.7657718453	0.7246523976
1393	0.7658652942	0.7243936862
1394	0.7660179143	0.7242566037
1395	0.7661949991	0.7240643845
1396	0.7664066987	0.723865891
1397	0.7667124641	0.7235298373
1398	0.7666983212	0.7233573005
1399	0.7666685936	0.7231472511
1400	0.7667870154	0.7229082024
1401	0.7668199266	0.7226705798
1402	0.7669797456	0.7224288142
1403	0.7671952008	0.7222698851
1404	0.7673481371	0.7219360086
1405	0.7675273289	0.7217267182
1406	0.7677786974	0.721370938
1407	0.7679089152	0.7211514622
1408	0.7683111749	0.7207607285
1409	0.7685518619	0.7205005189
1410	0.7684982593	0.7203121924
1411	0.7687236905	0.7201625816
1412	0.7690553996	0.7198104262
1413	0.7692445762	0.7195755535
1414	0.769405532	0.7192614424
1415	0.7697397154	0.7189614202
1416	0.7697369843	0.718836602
1417	0.769884992	0.7186428079
1418	0.7698310608	0.7184913603
1419	0.7702266838	0.718140347
1420	0.7703060122	0.7178746773
1421	0.7702994061	0.7177586865
1422	0.7706534829	0.7175368167
1423	0.7708622126	0.7171880947
1424	0.7709902249	0.7168167146
1425	0.7710664019	0.716560422
1426	0.7711856161	0.7164325642
1427	0.7713114143	0.7162427858
1428	0.7714183985	0.7159843603
1429	0.7715388249	0.7158313154
1430	0.7716965887	0.7155906345
1431	0.7717552941	0.7153471615
1432	0.7719001142	0.7151843009
1433	0.7719839527	0.7149834851
1434	0.7720175353	0.714844315
1435	0.7722174953	0.7145723002
1436	0.7724926483	0.7144375838
1437	0.7723984357	0.7142355379
1438	0.772569097	0.7140164436
1439	0.7727374589	0.7138569707
1440	0.7729673184	0.7135929297
1441	0.7731116528	0.7133800657
1442	0.7734346743	0.7131076224
1443	0.7735585849	0.712867663
1444	0.7735613456	0.712637993
1445	0.7736974665	0.712493106
1446	0.7738910832	0.7121823497
1447	0.7741925908	0.7119218773
1448	0.7742404579	0.711625506
1449	0.7743722224	0.7114006263
1450	0.7744709886	0.7112007064
1451	0.7744434359	0.7110039211
1452	0.7745555139	0.7109172485
1453	0.774814904	0.710690859
1454	0.7747209877	0.7105183718
1455	0.7750118184	0.7102343303
1456	0.775059548	0.7100864778
1457	0.775319092	0.7097508927
1458	0.7754639931	0.7096442762
1459	0.7758586102	0.7093845033
1460	0.775703981	0.7092122472
1461	0.7757834194	0.7089760336
1462	0.7757611289	0.7087819153
1463	0.7759706271	0.7085823205
1464	0.7762435661	0.7082781698
1465	0.7764015596	0.7080164933
1466	0.7767859322	0.7078341453
1467	0.7768017722	0.7077068544
1468	0.7771603888	0.7073882645
1469	0.7774227551	0.7071373762
1470	0.7773801977	0.7070315582
1471	0.7776463335	0.7066984565
1472	0.7776015712	0.7065116927
1473	0.7777379117	0.7063526138
1474	0.7778000052	0.7061823194
1475	0.7780734284	0.7059061128
1476	0.7781728629	0.7057215207
1477	0.7782722788	0.7054779112
1478	0.7784073083	0.7052569514
1479	0.778515361	0.7048677121
1480	0.7786191497	0.7047317673
1481	0.7788167699	0.7044355089
1482	0.7790031949	0.704225822
1483	0.7789502611	0.7039216716
1484	0.7791863623	0.7036608975
1485	0.7795595921	0.7034353843
1486	0.7796032036	0.7032684556
1487	0.779751738	0.7028771401
1488	0.7801173414	0.7026763434
1489	0.780126379	0.7024904076
1490	0.780450994	0.7022530178
1491	0.7807266763	0.7020055151
1492	0.7808024925	0.7018337364
1493	0.7809663666	0.7016945963
1494	0.7810010687	0.7015138238
1495	0.781088659	0.7013490032
1496	0.7812926846	0.701073621
1497	0.7814778831	0.7008765673
1498	0.7816622688	0.700671715
1499	0.7821405631	0.700452161
